COUNTY,POP1990,MIDDLE1990,HS1990,COLLEGE1990,BACHELOR1990,GRADUATE1990,MIDDLE1990,HS1990,COLLEGE1990,BACHELOR1990,GRADUATE1990
Guadalupe ,2564,1083,1481,421,156,51,0.422386895,0.577613105,0.164196568,0.060842434,0.019890796
Harding ,645,220,425,218,101,38,0.341085271,0.658914729,0.337984496,0.156589147,0.058914729
Hidalgo ,3462,984,2478,1155,406,163,0.284228769,0.715771231,0.333622184,0.117273252,0.047082611
Lea ,32383,11737,20646,11771,3724,1257,0.362443257,0.637556743,0.363493191,0.11499861,0.038816663
Lincoln ,8321,1904,6417,3723,1336,427,0.228818652,0.771181348,0.447422185,0.160557625,0.051315948
Los Alamos ,12543,667,11876,9919,6700,3721,0.053177071,0.946822929,0.790799649,0.534162481,0.296659491
Luna ,11603,4779,6824,3230,1290,599,0.411876239,0.588123761,0.278376282,0.111178144,0.05162458
McKinley ,30888,12829,18059,8892,3428,1459,0.41533929,0.58466071,0.287878788,0.110981611,0.047235172
Mora ,2655,1071,1584,718,377,166,0.403389831,0.596610169,0.270433145,0.141996234,0.06252354
Otero ,30239,5575,24664,14693,4530,1875,0.184364562,0.815635438,0.485895698,0.149806541,0.062006019
Quay ,7097,2109,4988,2092,705,243,0.297167817,0.702832183,0.294772439,0.099337748,0.03423982
Rio Arriba ,20014,6821,13193,6643,2057,736,0.340811432,0.659188568,0.331917658,0.102778055,0.036774258
Roosevelt ,9517,3222,6295,4263,1724,766,0.338552065,0.661447935,0.447935274,0.181149522,0.080487549
Sandoval ,38464,7962,30502,18526,7332,2830,0.206998752,0.793001248,0.481645175,0.1906198,0.073575291
San Juan ,50692,15628,35064,19481,6238,2385,0.308293222,0.691706778,0.38430127,0.123056893,0.047048844
San Miguel ,15434,4876,10558,6079,2497,1239,0.315925878,0.684074122,0.393870675,0.161785668,0.08027731
Santa Fe ,65016,11343,53673,38307,20980,8551,0.174464747,0.825535253,0.589193429,0.322689799,0.131521472
Sierra ,7482,2714,4768,2165,633,247,0.362737236,0.637262764,0.289361133,0.084603047,0.033012563
Socorro ,8619,2830,5789,3149,1475,631,0.328344355,0.671655645,0.36535561,0.171133542,0.073210349
Taos ,14630,4128,10502,6164,2703,989,0.282159945,0.717840055,0.421326042,0.184757348,0.06760082
Torrance ,6334,1734,4600,2157,689,268,0.273760657,0.726239343,0.340543101,0.108778023,0.042311336
Union ,2720,989,1731,789,327,63,0.363602941,0.636397059,0.290073529,0.120220588,0.023161765
Valencia ,27734,7407,20327,10779,3343,1349,0.267072907,0.732927093,0.388656523,0.120537968,0.048640658
Albany ,191118,36551,154567,98806,54173,24843,0.191248339,0.808751661,0.516989504,0.283453155,0.129987756
Allegany ,29095,6715,22380,11169,4526,2267,0.230795669,0.769204331,0.383880392,0.155559374,0.077917168
Bronx ,735022,304929,430093,222831,89761,36112,0.41485697,0.58514303,0.303162354,0.122120154,0.049130502
Broome ,138549,29268,109281,63732,28624,11511,0.211246563,0.788753437,0.459996102,0.206598388,0.08308252
Cattaraugus ,51927,13217,38710,17793,6634,2788,0.254530398,0.745469602,0.342654111,0.127756273,0.053690758
Cayuga ,52621,14043,38578,20037,6840,2599,0.266870641,0.733129359,0.380779537,0.129986127,0.049390928
Chautauqua ,90582,23144,67438,34612,12868,5110,0.255503301,0.744496699,0.38210682,0.142059129,0.056412974
Chemung ,61336,13965,47371,24875,9459,4223,0.227680318,0.772319682,0.405553019,0.154216121,0.068850267
Chenango ,33069,8116,24953,11968,4333,1679,0.24542623,0.75457377,0.361909946,0.13102906,0.050772627
Clinton ,51585,13310,38275,20876,8491,3611,0.258020742,0.741979258,0.404691286,0.164602113,0.070000969
Columbia ,42371,11170,31201,17458,7851,3261,0.263623705,0.736376295,0.412027094,0.185291827,0.076963017
Cortland ,28497,6618,21879,12031,5199,2095,0.232234972,0.767765028,0.422184791,0.182440257,0.073516511
Delaware ,30350,7906,22444,10845,3997,1630,0.260494234,0.739505766,0.357331137,0.13169687,0.053706755
Dutchess ,168446,33942,134504,85544,41753,17080,0.201500778,0.798499222,0.507842276,0.247871722,0.10139748
Erie ,640137,151002,489135,286154,128098,51479,0.23589013,0.76410987,0.447019935,0.200110289,0.080418723
Essex ,24853,6409,18444,9577,3931,1592,0.257876313,0.742123687,0.385345834,0.15817004,0.064056653
Franklin ,29657,9057,20600,10079,3470,1488,0.305391644,0.694608356,0.339852311,0.117004417,0.050173652
Fulton ,35369,10435,24934,11470,4026,1564,0.295032373,0.704967627,0.324295287,0.113828494,0.044219514
Genesee ,38267,8643,29624,15668,5342,1996,0.225860402,0.774139598,0.409438942,0.139598087,0.052159824
Greene ,30028,8162,21866,11305,4025,1642,0.271812975,0.728187025,0.37648195,0.134041561,0.054682297
Hamilton ,3745,849,2896,1437,565,200,0.22670227,0.77329773,0.383711615,0.150867824,0.053404539
Herkimer ,42657,11667,30990,15453,5487,1994,0.273507279,0.726492721,0.362261762,0.128630705,0.046744966
Jefferson ,64967,15309,49658,24736,8814,3044,0.235642711,0.764357289,0.380747149,0.135668878,0.046854557
Kings ,1457904,529049,928855,513187,241299,103985,0.36288329,0.63711671,0.352003287,0.165510898,0.071324998
Lewis ,16261,4295,11966,4673,1707,749,0.264128897,0.735871103,0.2873747,0.104975094,0.046061128
Livingston ,37638,8450,29188,15923,6815,2623,0.224507147,0.775492853,0.423056485,0.181067007,0.069690207
Madison ,41081,8538,32543,17457,7485,3146,0.207833305,0.792166695,0.42494097,0.182201018,0.076580414
Monroe ,457919,91284,366635,238383,120303,45810,0.199345299,0.800654701,0.520578967,0.262716769,0.100039527
Montgomery ,34782,10398,24384,11224,3743,1344,0.298947732,0.701052268,0.322695647,0.107613133,0.038640676
Nassau ,881037,139145,741892,475628,264071,114565,0.157933208,0.842066792,0.539850199,0.29972748,0.130034266
New York ,1095317,270929,824388,650370,462289,219899,0.247352136,0.752647864,0.593773309,0.42205955,0.200762884
Niagara ,144612,34973,109639,56024,19606,7190,0.241840235,0.758159765,0.387409067,0.135576577,0.049719249
Oneida ,161944,40353,121591,69346,27089,10213,0.249178728,0.750821272,0.428209752,0.167273872,0.06306501
Onondaga ,297702,57371,240331,149964,72647,27664,0.192712847,0.807287153,0.503738638,0.244025905,0.09292514
Ontario ,61394,11666,49728,28975,11979,4590,0.190018569,0.809981431,0.471951657,0.195116787,0.074763006
Orange ,189949,43351,146598,85464,37062,15162,0.228224418,0.771775582,0.449931297,0.195115531,0.079821426
Orleans ,26554,7572,18982,8794,2853,970,0.285154779,0.714845221,0.331174211,0.10744144,0.036529336
